"Population"	"Environment"	"Replicate"	"Generation"	"Yield"	"Group"	"Relative_Yield"
"EvoL2"	"SC"	"R1"	500	0.63175	"EvoL2_R1"	0.92887728400154
"EvoL2"	"SC"	"R2"	500	0.77175	"EvoL2_R2"	1.13472266549773
"EvoL2"	"SC"	"R2"	500	0.74775	"EvoL2_R2"	1.09943488581267
"EvoL2"	"SC"	"R2"	500	0.69775	"EvoL2_R2"	1.02591867813546
"EvoL2"	"SC"	"R2"	500	0.66575	"EvoL2_R2"	0.978868305222042
"EvoL2"	"SC"	"R2"	500	0.71275	"EvoL2_R2"	1.04797354043862
"EvoL2"	"SC"	"R3"	500	0.77175	"EvoL2_R3"	1.13472266549773
"EvoL2"	"SC"	"R3"	500	0.76575	"EvoL2_R3"	1.12590072057646
"EvoL2"	"SC"	"R3"	500	0.76375	"EvoL2_R3"	1.12296007226937
"EvoL2"	"SC"	"R3"	500	0.76075	"EvoL2_R3"	1.11854909980874
"EvoL2"	"SC"	"R3"	500	0.75975	"EvoL2_R3"	1.1170787756552
"EvoL2"	"SC"	"R5"	500	0.79675	"EvoL2_R5"	1.17148076933633
"EvoL2"	"SC"	"R5"	500	0.77175	"EvoL2_R5"	1.13472266549773
"EvoL2"	"SC"	"R5"	500	0.75875	"EvoL2_R5"	1.11560845150165
"EvoL2"	"SC"	"R5"	500	0.74275	"EvoL2_R5"	1.09208326504494
"EvoL2"	"SC"	"R5"	500	0.70175	"EvoL2_R5"	1.03179997474963
"EvoL2"	"SC"	"R4"	500	0.6535	"EvoL2_R4"	0.960856834341126
"EvoL2"	"SC"	"R4"	500	0.6385	"EvoL2_R4"	0.938801972037963
"EvoL2"	"SC"	"R4"	500	0.6455	"EvoL2_R4"	0.949094241112773
"EvoL2"	"SC"	"R4"	500	0.6715	"EvoL2_R4"	0.987322669104922
"EvoL2"	"SC"	"R4"	500	0.6255	"EvoL2_R4"	0.919687758041889
"EvoE"	"SC"	"R1"	300	0.789	"EvoE_R1"	1.16008575714636
"EvoE"	"SC"	"R1"	300	0.781	"EvoE_R1"	1.14832316391801
"EvoE"	"SC"	"R1"	300	0.77	"EvoE_R1"	1.13214959822902
"EvoE"	"SC"	"R1"	300	0.77	"EvoE_R1"	1.13214959822902
"EvoE"	"SC"	"R1"	300	0.768	"EvoE_R1"	1.12920894992194
"EvoE"	"SC"	"R2"	300	0.755	"EvoE_R2"	1.11009473592586
"EvoE"	"SC"	"R2"	300	0.76	"EvoE_R2"	1.11744635669358
"EvoE"	"SC"	"R2"	300	0.76	"EvoE_R2"	1.11744635669358
"EvoE"	"SC"	"R2"	300	0.758	"EvoE_R2"	1.11450570838649
"EvoE"	"SC"	"R2"	300	0.751	"EvoE_R2"	1.10421343931168
"EvoE"	"SC"	"R3"	300	0.827	"EvoE_R3"	1.21595807498104
"EvoE"	"SC"	"R3"	300	0.818	"EvoE_R3"	1.20272515759914
"EvoE"	"SC"	"R3"	300	0.805	"EvoE_R3"	1.18361094360307
"EvoE"	"SC"	"R3"	300	0.801	"EvoE_R3"	1.17772964698889
"EvoE"	"SC"	"R3"	300	0.798	"EvoE_R3"	1.17331867452826
"EvoE"	"SC"	"R4"	300	0.753	"EvoE_R4"	1.10715408761877
"EvoE"	"SC"	"R4"	300	0.758	"EvoE_R4"	1.11450570838649
"EvoE"	"SC"	"R4"	300	0.756	"EvoE_R4"	1.11156506007941
"EvoE"	"SC"	"R4"	300	0.76	"EvoE_R4"	1.11744635669358
"EvoE"	"SC"	"R4"	300	0.746	"EvoE_R4"	1.09686181854396
"EvoE"	"SC"	"R1"	100	0.73825	"EvoE_R1"	1.085466806354
"EvoE"	"SC"	"R1"	100	0.74025	"EvoE_R1"	1.08840745466108
"EvoE"	"SC"	"R1"	100	0.72825	"EvoE_R1"	1.07076356481855
"EvoE"	"SC"	"R1"	100	0.73125	"EvoE_R1"	1.07517453727919
"EvoE"	"SC"	"R1"	100	0.72625	"EvoE_R1"	1.06782291651147
"EvoE"	"SC"	"R2"	100	0.73625	"EvoE_R2"	1.08252615804691
"EvoE"	"SC"	"R2"	100	0.73325	"EvoE_R2"	1.07811518558627
"EvoE"	"SC"	"R2"	100	0.73825	"EvoE_R2"	1.085466806354
"EvoE"	"SC"	"R2"	100	0.73725	"EvoE_R2"	1.08399648220045
"EvoE"	"SC"	"R2"	100	0.73025	"EvoE_R2"	1.07370421312564
"EvoE"	"SC"	"R3"	100	0.78325	"EvoE_R3"	1.15163139326348
"EvoE"	"SC"	"R3"	100	0.77925	"EvoE_R3"	1.14575009664931
"EvoE"	"SC"	"R3"	100	0.76825	"EvoE_R3"	1.12957653096032
"EvoE"	"SC"	"R3"	100	0.76025	"EvoE_R3"	1.11781393773197
"EvoE"	"SC"	"R3"	100	0.75125	"EvoE_R3"	1.10458102035007
"EvoE"	"SC"	"R4"	100	0.73125	"EvoE_R4"	1.07517453727919
"EvoE"	"SC"	"R4"	100	0.73825	"EvoE_R4"	1.085466806354
"EvoE"	"SC"	"R4"	100	0.73425	"EvoE_R4"	1.07958550973982
"EvoE"	"SC"	"R4"	100	0.73025	"EvoE_R4"	1.07370421312564
"EvoE"	"SC"	"R4"	100	0.73725	"EvoE_R4"	1.08399648220045
"EvoE"	"SC"	"R1"	500	0.77325	"EvoE_R1"	1.13692815172804
"EvoE"	"SC"	"R1"	500	0.77425	"EvoE_R1"	1.13839847588159
"EvoE"	"SC"	"R1"	500	0.75825	"EvoE_R1"	1.11487328942488
"EvoE"	"SC"	"R1"	500	0.75025	"EvoE_R1"	1.10311069619653
"EvoE"	"SC"	"R1"	500	0.74725	"EvoE_R1"	1.09869972373589
"EvoE"	"SC"	"R2"	500	0.74525	"EvoE_R2"	1.09575907542881
"EvoE"	"SC"	"R2"	500	0.73225	"EvoE_R2"	1.07664486143273
"EvoE"	"SC"	"R2"	500	0.70825	"EvoE_R2"	1.04135708174767
"EvoE"	"SC"	"R2"	500	0.70225	"EvoE_R2"	1.03253513682641
"EvoE"	"SC"	"R2"	500	0.71325	"EvoE_R2"	1.04870870251539
"EvoE"	"SC"	"R3"	500	0.74625	"EvoE_R3"	1.09722939958235
"EvoE"	"SC"	"R3"	500	0.75025	"EvoE_R3"	1.10311069619653
"EvoE"	"SC"	"R3"	500	0.75325	"EvoE_R3"	1.10752166865716
"EvoE"	"SC"	"R3"	500	0.74525	"EvoE_R3"	1.09575907542881
"EvoE"	"SC"	"R3"	500	0.74225	"EvoE_R3"	1.09134810296817
"EvoE"	"SC"	"R4"	500	0.87225	"EvoE_R4"	1.28249024292892
"EvoE"	"SC"	"R4"	500	0.88925	"EvoE_R4"	1.30748575353917
"EvoE"	"SC"	"R4"	500	0.88525	"EvoE_R4"	1.30160445692499
"EvoE"	"SC"	"R4"	500	0.86825	"EvoE_R4"	1.27660894631474
"EvoE"	"SC"	"R4"	500	0.87225	"EvoE_R4"	1.28249024292892
"EvoE"	"SC"	"R1"	700	1.067826667	"EvoE_R1"	1.57005134028869
"EvoE"	"SC"	"R1"	700	1.056826667	"EvoE_R1"	1.5538777745997
"EvoE"	"SC"	"R1"	700	1.055826667	"EvoE_R1"	1.55240745044616
"EvoE"	"SC"	"R1"	700	1.038826667	"EvoE_R1"	1.5274119398359
"EvoE"	"SC"	"R1"	700	1.044826667	"EvoE_R1"	1.53623388475717
"EvoE"	"SC"	"R1"	1000	1.023906667	"EvoE_R1"	1.50547470346502
"EvoE"	"SC"	"R1"	1000	1.027906667	"EvoE_R1"	1.5113560000792
"EvoE"	"SC"	"R1"	1000	1.032906667	"EvoE_R1"	1.51870762084692
"EvoE"	"SC"	"R1"	1000	1.022906667	"EvoE_R1"	1.50400437931148
"EvoE"	"SC"	"R1"	1000	1.019906667	"EvoE_R1"	1.49959340685085
"EvoE"	"SC"	"R2"	700	0.9954	"EvoE_R2"	1.46356066243788
"EvoE"	"SC"	"R2"	700	0.9914	"EvoE_R2"	1.45767936582371
"EvoE"	"SC"	"R2"	700	0.9744	"EvoE_R2"	1.43268385521346
"EvoE"	"SC"	"R2"	700	0.9664	"EvoE_R2"	1.4209212619851
"EvoE"	"SC"	"R2"	700	0.9854	"EvoE_R2"	1.44885742090244
"EvoE"	"SC"	"R2"	1000	0.96124	"EvoE_R2"	1.41333438935281
"EvoE"	"SC"	"R2"	1000	0.98124	"EvoE_R2"	1.4427408724237
"EvoE"	"SC"	"R2"	1000	0.97424	"EvoE_R2"	1.43244860334889
"EvoE"	"SC"	"R2"	1000	0.97824	"EvoE_R2"	1.43832989996307
"EvoE"	"SC"	"R2"	1000	0.98024	"EvoE_R2"	1.44127054827015
"EvoE"	"SC"	"R3"	700	1.01508	"EvoE_R3"	1.49249664177963
"EvoE"	"SC"	"R3"	700	1.01008	"EvoE_R3"	1.48514502101191
"EvoE"	"SC"	"R3"	700	1.00508	"EvoE_R3"	1.47779340024419
"EvoE"	"SC"	"R3"	700	0.98008	"EvoE_R3"	1.44103529640559
"EvoE"	"SC"	"R3"	700	1.00708	"EvoE_R3"	1.48073404855128
"EvoE"	"SC"	"R3"	1000	0.99904	"EvoE_R3"	1.46891264235678
"EvoE"	"SC"	"R3"	1000	1.01504	"EvoE_R3"	1.49243782881349
"EvoE"	"SC"	"R3"	1000	1.02004	"EvoE_R3"	1.49978944958121
"EvoE"	"SC"	"R3"	1000	0.99804	"EvoE_R3"	1.46744231820324
"EvoE"	"SC"	"R3"	1000	1.01104	"EvoE_R3"	1.48655653219931
"EvoE"	"SC"	"R4"	1000	1.024706667	"EvoE_R4"	1.50665096278786
"EvoE"	"SC"	"R4"	1000	1.042706667	"EvoE_R4"	1.53311679755166
"EvoE"	"SC"	"R4"	1000	1.029706667	"EvoE_R4"	1.51400258355558
"EvoE"	"SC"	"R4"	1000	1.023706667	"EvoE_R4"	1.50518063863432
"EvoE"	"SC"	"R4"	1000	1.024706667	"EvoE_R4"	1.50665096278786
"EvoN"	"SC"	"R0"	0	0.746612	"EvoN_R0"	1.044696996
"EvoN"	"SC"	"R0"	0	0.727612	"EvoN_R0"	1.018111242
"EvoN"	"SC"	"R0"	0	0.736612	"EvoN_R0"	1.030704494
"EvoN"	"SC"	"R0"	0	0.725612	"EvoN_R0"	1.015312741
"EvoN"	"SC"	"R0"	0	0.718612	"EvoN_R0"	1.00551799
"EvoN"	"SC"	"R0"	0	0.740612	"EvoN_R0"	1.036301494
"EvoN"	"SC"	"R0"	0	0.724612	"EvoN_R0"	1.013913491
"EvoN"	"SC"	"R0"	0	0.724612	"EvoN_R0"	1.013913491
"EvoN"	"SC"	"R0"	0	0.696612	"EvoN_R0"	0.974734485
"EvoN"	"SC"	"R0"	0	0.712612	"EvoN_R0"	0.997122489
"EvoN"	"SC"	"R0"	0	0.728612	"EvoN_R0"	1.019510492
"EvoN"	"SC"	"R0"	0	0.739612	"EvoN_R0"	1.034902244
"EvoN"	"SC"	"R0"	0	0.736612	"EvoN_R0"	1.030704494
"EvoN"	"SC"	"R0"	0	0.729612	"EvoN_R0"	1.020909742
"EvoN"	"SC"	"R0"	0	0.709612	"EvoN_R0"	0.992924738
"EvoN"	"SC"	"R0"	0	0.728612	"EvoN_R0"	1.019510492
"EvoN"	"SC"	"R0"	0	0.749612	"EvoN_R0"	1.048894746
"EvoN"	"SC"	"R0"	0	0.736612	"EvoN_R0"	1.030704494
"EvoN"	"SC"	"R0"	0	0.667612	"EvoN_R0"	0.934156229
"EvoN"	"SC"	"R0"	0	0.700612	"EvoN_R0"	0.980331486
"EvoN"	"SC"	"R0"	0	0.715612	"EvoN_R0"	1.001320239
"EvoN"	"SC"	"R0"	0	0.742612	"EvoN_R0"	1.039099995
"EvoN"	"SC"	"R0"	0	0.728612	"EvoN_R0"	1.019510492
"EvoN"	"SC"	"R0"	0	0.725612	"EvoN_R0"	1.015312741
"EvoN"	"SC"	"R0"	0	0.690612	"EvoN_R0"	0.966338984
"EvoN"	"SC"	"R0"	0	0.739612	"EvoN_R0"	1.034902244
"EvoN"	"SC"	"R0"	0	0.742612	"EvoN_R0"	1.039099995
"EvoN"	"SC"	"R0"	0	0.726612	"EvoN_R0"	1.016711991
"EvoN"	"SC"	"R0"	0	0.670612	"EvoN_R0"	0.93835398
"EvoN"	"SC"	"R0"	0	0.707612	"EvoN_R0"	0.990126238
"EvoN"	"SC"	"R0"	0	0.726612	"EvoN_R0"	1.016711991
"EvoN"	"SC"	"R0"	0	0.771612	"EvoN_R0"	1.079678251
"EvoN"	"SC"	"R0"	0	0.706612	"EvoN_R0"	0.988726987
"EvoN"	"SC"	"R0"	0	0.741612	"EvoN_R0"	1.037700745
"EvoN"	"SC"	"R0"	0	0.700612	"EvoN_R0"	0.980331486
"EvoN"	"SC"	"R0"	0	0.734612	"EvoN_R0"	1.027905993
"EvoN"	"SC"	"R0"	0	0.732612	"EvoN_R0"	1.025107493
"EvoN"	"SC"	"R0"	0	0.735612	"EvoN_R0"	1.029305243
"EvoN"	"SC"	"R0"	0	0.680612	"EvoN_R0"	0.952346482
"EvoN"	"SC"	"R0"	0	0.708612	"EvoN_R0"	0.991525488
"EvoN"	"SC"	"R0"	0	0.707612	"EvoN_R0"	0.990126238
"EvoN"	"SC"	"R0"	0	0.701612	"EvoN_R0"	0.981730736
"EvoN"	"SC"	"R0"	0	0.699612	"EvoN_R0"	0.978932236
"EvoN"	"SC"	"R0"	0	0.716612	"EvoN_R0"	1.002719489
"EvoN"	"SC"	"R0"	0	0.692612	"EvoN_R0"	0.969137484
"EvoN"	"SC"	"R0"	0	0.728612	"EvoN_R0"	1.019510492
"EvoN"	"SC"	"R0"	0	0.708612	"EvoN_R0"	0.991525488
"EvoN"	"SC"	"R0"	0	0.724612	"EvoN_R0"	1.013913491
"EvoN"	"SC"	"R0"	0	0.702612	"EvoN_R0"	0.983129987
"EvoN"	"SC"	"R0"	0	0.679612	"EvoN_R0"	0.950947232
"EvoN"	"SC"	"R0"	0	0.713612	"EvoN_R0"	0.998521739
"EvoN"	"SC"	"R0"	0	0.690612	"EvoN_R0"	0.966338984
"EvoN"	"SC"	"R0"	0	0.696612	"EvoN_R0"	0.974734485
"EvoN"	"SC"	"R0"	0	0.688612	"EvoN_R0"	0.963540484
"EvoN"	"SC"	"R0"	0	0.708612	"EvoN_R0"	0.991525488
"EvoN"	"SC"	"R0"	0	0.711612	"EvoN_R0"	0.995723238
"EvoN"	"SC"	"R0"	0	0.680612	"EvoN_R0"	0.952346482
"EvoN"	"SC"	"R0"	0	0.696612	"EvoN_R0"	0.974734485
"EvoN"	"SC"	"R0"	0	0.661612	"EvoN_R0"	0.925760728
"EvoN"	"SC"	"R0"	0	0.659	"EvoN_R0"	0.922105886
"EvoL2"	"SC"	"R0"	0	0.779192	"EvoL2_R0"	1.145664818
"EvoL2"	"SC"	"R0"	0	0.643192	"EvoL2_R0"	0.945700733
"EvoL2"	"SC"	"R0"	0	0.631192	"EvoL2_R0"	0.928056843
"EvoL2"	"SC"	"R0"	0	0.705192	"EvoL2_R0"	1.03686083
"EvoL2"	"SC"	"R0"	0	0.627192	"EvoL2_R0"	0.922175547
"EvoL2"	"SC"	"R0"	0	0.665192	"EvoL2_R0"	0.978047864
"EvoL2"	"SC"	"R0"	0	0.636192	"EvoL2_R0"	0.935408464
"EvoL2"	"SC"	"R0"	0	0.664192	"EvoL2_R0"	0.97657754
"EvoL2"	"SC"	"R0"	0	0.659192	"EvoL2_R0"	0.969225919
"EvoL2"	"SC"	"R0"	0	0.678192	"EvoL2_R0"	0.997162078
"EvoL2"	"SC"	"R0"	0	0.611192	"EvoL2_R0"	0.89865036
"EvoL2"	"SC"	"R0"	0	0.654192	"EvoL2_R0"	0.961874299
"EvoL2"	"SC"	"R0"	0	0.656192	"EvoL2_R0"	0.964814947
"EvoL2"	"SC"	"R0"	0	0.638192	"EvoL2_R0"	0.938349112
"EvoL2"	"SC"	"R0"	0	0.656192	"EvoL2_R0"	0.964814947
"EvoL2"	"SC"	"R0"	0	0.668192	"EvoL2_R0"	0.982458837
"EvoL2"	"SC"	"R0"	0	0.644192	"EvoL2_R0"	0.947171057
"EvoL2"	"SC"	"R0"	0	0.677192	"EvoL2_R0"	0.995691754
"EvoL2"	"SC"	"R0"	0	0.645192	"EvoL2_R0"	0.948641381
"EvoL2"	"SC"	"R0"	0	0.694192	"EvoL2_R0"	1.020687265
"EvoL2"	"SC"	"R0"	0	0.633192	"EvoL2_R0"	0.930997491
"EvoL2"	"SC"	"R0"	0	0.783192	"EvoL2_R0"	1.151546114
"EvoL2"	"SC"	"R0"	0	0.706192	"EvoL2_R0"	1.038331155
"EvoL2"	"SC"	"R0"	0	0.711192	"EvoL2_R0"	1.045682775
"EvoL2"	"SC"	"R0"	0	0.681192	"EvoL2_R0"	1.001573051
"EvoL2"	"SC"	"R0"	0	0.703192	"EvoL2_R0"	1.033920182
"EvoL2"	"SC"	"R0"	0	0.679192	"EvoL2_R0"	0.998632402
"EvoL2"	"SC"	"R0"	0	0.679192	"EvoL2_R0"	0.998632402
"EvoL2"	"SC"	"R0"	0	0.640192	"EvoL2_R0"	0.941289761
"EvoL2"	"SC"	"R0"	0	0.679192	"EvoL2_R0"	0.998632402
"EvoL2"	"SC"	"R0"	0	0.725192	"EvoL2_R0"	1.066267314
"EvoL2"	"SC"	"R0"	0	0.763192	"EvoL2_R0"	1.122139631
"EvoL2"	"SC"	"R0"	0	0.790192	"EvoL2_R0"	1.161838384
"EvoL2"	"SC"	"R0"	0	0.692192	"EvoL2_R0"	1.017746616
"EvoL2"	"SC"	"R0"	0	0.694192	"EvoL2_R0"	1.020687265
"EvoL2"	"SC"	"R0"	0	0.720192	"EvoL2_R0"	1.058915693
"EvoL2"	"SC"	"R0"	0	0.703192	"EvoL2_R0"	1.033920182
"EvoL2"	"SC"	"R0"	0	0.728192	"EvoL2_R0"	1.070678286
"EvoL2"	"SC"	"R0"	0	0.656192	"EvoL2_R0"	0.964814947
"EvoL2"	"SC"	"R0"	0	0.714192	"EvoL2_R0"	1.050093748
"EvoL2"	"SC"	"R0"	0	0.655192	"EvoL2_R0"	0.963344623
"EvoL2"	"SC"	"R0"	0	0.649192	"EvoL2_R0"	0.954522678
"EvoL2"	"SC"	"R0"	0	0.659192	"EvoL2_R0"	0.969225919
"EvoL2"	"SC"	"R0"	0	0.620192	"EvoL2_R0"	0.911883277
"EvoL2"	"SC"	"R0"	0	0.669192	"EvoL2_R0"	0.983929161
"EvoL2"	"SC"	"R0"	0	0.750192	"EvoL2_R0"	1.103025417
"EvoL2"	"SC"	"R0"	0	0.691192	"EvoL2_R0"	1.016276292
"EvoL2"	"SC"	"R0"	0	0.675192	"EvoL2_R0"	0.992751106
"EvoL2"	"SC"	"R0"	0	0.625192	"EvoL2_R0"	0.919234898
"EvoL2"	"SC"	"R0"	0	0.637192	"EvoL2_R0"	0.936878788
"EvoL2"	"SC"	"R0"	0	0.761192	"EvoL2_R0"	1.119198983
"EvoL2"	"SC"	"R0"	0	0.718192	"EvoL2_R0"	1.055975044
"EvoL2"	"SC"	"R0"	0	0.614192	"EvoL2_R0"	0.903061333
"EvoL2"	"SC"	"R0"	0	0.686192	"EvoL2_R0"	1.008924672
"EvoL2"	"SC"	"R0"	0	0.642192	"EvoL2_R0"	0.944230409
"EvoL2"	"SC"	"R0"	0	0.723192	"EvoL2_R0"	1.063326665
"EvoL2"	"SC"	"R0"	0	0.753192	"EvoL2_R0"	1.10743639
"EvoL2"	"SC"	"R0"	0	0.697192	"EvoL2_R0"	1.025098237
"EvoL2"	"SC"	"R0"	0	0.646192	"EvoL2_R0"	0.950111705
"EvoL2"	"SC"	"R0"	0	0.617	"EvoL2_R0"	0.907190003
"EvoN"	"SC"	"R0"	0	0.746612	"EvoN_R0"	1.044696996
"EvoN"	"SC"	"R0"	0	0.727612	"EvoN_R0"	1.018111242
"EvoN"	"SC"	"R0"	0	0.736612	"EvoN_R0"	1.030704494
"EvoN"	"SC"	"R0"	0	0.725612	"EvoN_R0"	1.015312741
"EvoN"	"SC"	"R0"	0	0.718612	"EvoN_R0"	1.00551799
"EvoN"	"SC"	"R0"	0	0.740612	"EvoN_R0"	1.036301494
"EvoN"	"SC"	"R0"	0	0.724612	"EvoN_R0"	1.013913491
"EvoN"	"SC"	"R0"	0	0.724612	"EvoN_R0"	1.013913491
"EvoN"	"SC"	"R0"	0	0.696612	"EvoN_R0"	0.974734485
"EvoN"	"SC"	"R0"	0	0.712612	"EvoN_R0"	0.997122489
"EvoN"	"SC"	"R0"	0	0.728612	"EvoN_R0"	1.019510492
"EvoN"	"SC"	"R0"	0	0.739612	"EvoN_R0"	1.034902244
"EvoN"	"SC"	"R0"	0	0.736612	"EvoN_R0"	1.030704494
"EvoN"	"SC"	"R0"	0	0.729612	"EvoN_R0"	1.020909742
"EvoN"	"SC"	"R0"	0	0.709612	"EvoN_R0"	0.992924738
"EvoN"	"SC"	"R0"	0	0.728612	"EvoN_R0"	1.019510492
"EvoN"	"SC"	"R0"	0	0.749612	"EvoN_R0"	1.048894746
"EvoN"	"SC"	"R0"	0	0.736612	"EvoN_R0"	1.030704494
"EvoN"	"SC"	"R0"	0	0.667612	"EvoN_R0"	0.934156229
"EvoN"	"SC"	"R0"	0	0.700612	"EvoN_R0"	0.980331486
"EvoN"	"SC"	"R0"	0	0.715612	"EvoN_R0"	1.001320239
"EvoN"	"SC"	"R0"	0	0.742612	"EvoN_R0"	1.039099995
"EvoN"	"SC"	"R0"	0	0.728612	"EvoN_R0"	1.019510492
"EvoN"	"SC"	"R0"	0	0.725612	"EvoN_R0"	1.015312741
"EvoN"	"SC"	"R0"	0	0.690612	"EvoN_R0"	0.966338984
"EvoN"	"SC"	"R0"	0	0.739612	"EvoN_R0"	1.034902244
"EvoN"	"SC"	"R0"	0	0.742612	"EvoN_R0"	1.039099995
"EvoN"	"SC"	"R0"	0	0.726612	"EvoN_R0"	1.016711991
"EvoN"	"SC"	"R0"	0	0.670612	"EvoN_R0"	0.93835398
"EvoN"	"SC"	"R0"	0	0.707612	"EvoN_R0"	0.990126238
"EvoN"	"SC"	"R0"	0	0.726612	"EvoN_R0"	1.016711991
"EvoN"	"SC"	"R0"	0	0.771612	"EvoN_R0"	1.079678251
"EvoN"	"SC"	"R0"	0	0.706612	"EvoN_R0"	0.988726987
"EvoN"	"SC"	"R0"	0	0.741612	"EvoN_R0"	1.037700745
"EvoN"	"SC"	"R0"	0	0.700612	"EvoN_R0"	0.980331486
"EvoN"	"SC"	"R0"	0	0.734612	"EvoN_R0"	1.027905993
"EvoN"	"SC"	"R0"	0	0.732612	"EvoN_R0"	1.025107493
"EvoN"	"SC"	"R0"	0	0.735612	"EvoN_R0"	1.029305243
"EvoN"	"SC"	"R0"	0	0.680612	"EvoN_R0"	0.952346482
"EvoN"	"SC"	"R0"	0	0.708612	"EvoN_R0"	0.991525488
"EvoN"	"SC"	"R0"	0	0.707612	"EvoN_R0"	0.990126238
"EvoN"	"SC"	"R0"	0	0.701612	"EvoN_R0"	0.981730736
"EvoN"	"SC"	"R0"	0	0.699612	"EvoN_R0"	0.978932236
"EvoN"	"SC"	"R0"	0	0.716612	"EvoN_R0"	1.002719489
"EvoN"	"SC"	"R0"	0	0.692612	"EvoN_R0"	0.969137484
"EvoN"	"SC"	"R0"	0	0.728612	"EvoN_R0"	1.019510492
"EvoN"	"SC"	"R0"	0	0.708612	"EvoN_R0"	0.991525488
"EvoN"	"SC"	"R0"	0	0.724612	"EvoN_R0"	1.013913491
"EvoN"	"SC"	"R0"	0	0.702612	"EvoN_R0"	0.983129987
"EvoN"	"SC"	"R0"	0	0.679612	"EvoN_R0"	0.950947232
"EvoN"	"SC"	"R0"	0	0.713612	"EvoN_R0"	0.998521739
"EvoN"	"SC"	"R0"	0	0.690612	"EvoN_R0"	0.966338984
"EvoN"	"SC"	"R0"	0	0.696612	"EvoN_R0"	0.974734485
"EvoN"	"SC"	"R0"	0	0.688612	"EvoN_R0"	0.963540484
"EvoN"	"SC"	"R0"	0	0.708612	"EvoN_R0"	0.991525488
"EvoN"	"SC"	"R0"	0	0.711612	"EvoN_R0"	0.995723238
"EvoN"	"SC"	"R0"	0	0.680612	"EvoN_R0"	0.952346482
"EvoN"	"SC"	"R0"	0	0.696612	"EvoN_R0"	0.974734485
"EvoN"	"SC"	"R0"	0	0.661612	"EvoN_R0"	0.925760728
"EvoN"	"SC"	"R0"	0	0.659	"EvoN_R0"	0.922105886
"EvoL2"	"SC"	"R0"	0	0.779192	"EvoL2_R0"	1.145664818
"EvoL2"	"SC"	"R0"	0	0.643192	"EvoL2_R0"	0.945700733
"EvoL2"	"SC"	"R0"	0	0.631192	"EvoL2_R0"	0.928056843
"EvoL2"	"SC"	"R0"	0	0.705192	"EvoL2_R0"	1.03686083
"EvoL2"	"SC"	"R0"	0	0.627192	"EvoL2_R0"	0.922175547
"EvoL2"	"SC"	"R0"	0	0.665192	"EvoL2_R0"	0.978047864
"EvoL2"	"SC"	"R0"	0	0.636192	"EvoL2_R0"	0.935408464
"EvoL2"	"SC"	"R0"	0	0.664192	"EvoL2_R0"	0.97657754
"EvoL2"	"SC"	"R0"	0	0.659192	"EvoL2_R0"	0.969225919
"EvoL2"	"SC"	"R0"	0	0.678192	"EvoL2_R0"	0.997162078
"EvoL2"	"SC"	"R0"	0	0.611192	"EvoL2_R0"	0.89865036
"EvoL2"	"SC"	"R0"	0	0.654192	"EvoL2_R0"	0.961874299
"EvoL2"	"SC"	"R0"	0	0.656192	"EvoL2_R0"	0.964814947
"EvoL2"	"SC"	"R0"	0	0.638192	"EvoL2_R0"	0.938349112
"EvoL2"	"SC"	"R0"	0	0.656192	"EvoL2_R0"	0.964814947
"EvoL2"	"SC"	"R0"	0	0.668192	"EvoL2_R0"	0.982458837
"EvoL2"	"SC"	"R0"	0	0.644192	"EvoL2_R0"	0.947171057
"EvoL2"	"SC"	"R0"	0	0.677192	"EvoL2_R0"	0.995691754
"EvoL2"	"SC"	"R0"	0	0.645192	"EvoL2_R0"	0.948641381
"EvoL2"	"SC"	"R0"	0	0.694192	"EvoL2_R0"	1.020687265
"EvoL2"	"SC"	"R0"	0	0.633192	"EvoL2_R0"	0.930997491
"EvoL2"	"SC"	"R0"	0	0.783192	"EvoL2_R0"	1.151546114
"EvoL2"	"SC"	"R0"	0	0.706192	"EvoL2_R0"	1.038331155
"EvoL2"	"SC"	"R0"	0	0.711192	"EvoL2_R0"	1.045682775
"EvoL2"	"SC"	"R0"	0	0.681192	"EvoL2_R0"	1.001573051
"EvoL2"	"SC"	"R0"	0	0.703192	"EvoL2_R0"	1.033920182
"EvoL2"	"SC"	"R0"	0	0.679192	"EvoL2_R0"	0.998632402
"EvoL2"	"SC"	"R0"	0	0.679192	"EvoL2_R0"	0.998632402
"EvoL2"	"SC"	"R0"	0	0.640192	"EvoL2_R0"	0.941289761
"EvoL2"	"SC"	"R0"	0	0.679192	"EvoL2_R0"	0.998632402
"EvoL2"	"SC"	"R0"	0	0.725192	"EvoL2_R0"	1.066267314
"EvoL2"	"SC"	"R0"	0	0.763192	"EvoL2_R0"	1.122139631
"EvoL2"	"SC"	"R0"	0	0.790192	"EvoL2_R0"	1.161838384
"EvoL2"	"SC"	"R0"	0	0.692192	"EvoL2_R0"	1.017746616
"EvoL2"	"SC"	"R0"	0	0.694192	"EvoL2_R0"	1.020687265
"EvoL2"	"SC"	"R0"	0	0.720192	"EvoL2_R0"	1.058915693
"EvoL2"	"SC"	"R0"	0	0.703192	"EvoL2_R0"	1.033920182
"EvoL2"	"SC"	"R0"	0	0.728192	"EvoL2_R0"	1.070678286
"EvoL2"	"SC"	"R0"	0	0.656192	"EvoL2_R0"	0.964814947
"EvoL2"	"SC"	"R0"	0	0.714192	"EvoL2_R0"	1.050093748
